User,compound,date,negative,neutral,positive,screen_name,text,tweet_id
@CNN,-0.296,Fri Oct 05 16:10:36 +0000 2018,0.084,0.916,0.0,wendbish,"RT @KassandraSeven: Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “So I…",57
@CNN,0.0,Fri Oct 05 16:10:32 +0000 2018,0.0,1.0,0.0,RochelleDunla18,"@343guiltyRyan @baylordog1 @CNN Learn to speak English.

BORDERS: Geographical locations.

BOARDERS: A person who p… https://t.co/zohahlQ46t",56
@CNN,0.0,Fri Oct 05 16:10:32 +0000 2018,0.0,1.0,0.0,Strawpenny4,@MillerSports1 @CNN Hahahahahahaha,55
@CNN,0.0,Fri Oct 05 16:10:31 +0000 2018,0.0,1.0,0.0,ChakwawaBridget,"RT @CNN: At 106 (and 1/2), this doctor isn't slowing down https://t.co/U6DyYBgqqu https://t.co/5RDWpACY7f",54
@CNN,0.6705,Fri Oct 05 16:10:31 +0000 2018,0.134,0.586,0.28,AfoUnofficial,RT @CNN: This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Spanish to each oth…,53
@CNN,0.0,Fri Oct 05 16:10:31 +0000 2018,0.0,1.0,0.0,USArmyVetMN,@slewtrue611 @DanODonnellShow @laurenpaige1985 @CNN This tool right here! https://t.co/mk7YubDODE,52
@CNN,-0.4767,Fri Oct 05 16:10:31 +0000 2018,0.14,0.86,0.0,ceoshelley,@CNN Every comment made on this thread disgusts me as a woman. However I will say this if I was American I guarante… https://t.co/fSFEl5gtRG,51
@CNN,0.0,Fri Oct 05 16:10:29 +0000 2018,0.0,1.0,0.0,HugeHodor,@CNN Hodor,50
@CNN,0.0,Fri Oct 05 16:10:28 +0000 2018,0.0,1.0,0.0,ANTONYODUOR12,"RT @CNN: At 106 (and 1/2), this doctor isn't slowing down https://t.co/U6DyYBgqqu https://t.co/5RDWpACY7f",49
@CNN,0.0,Fri Oct 05 16:10:26 +0000 2018,0.0,1.0,0.0,apocaghost,@CNN The lights are on but is anyone home?,48
@CNN,-0.2263,Fri Oct 05 16:10:25 +0000 2018,0.073,0.927,0.0,Pilot135pd,RT @CNN: Sen. Heidi Heitkamp of North Dakota -- a red state Democrat who had been an undecided vote -- announced Thursday that she will opp…,47
@CNN,0.0,Fri Oct 05 16:10:24 +0000 2018,0.0,1.0,0.0,LBRMarjorie,"RT @CNN: Sen. Susan Collins on the Kavanaugh vote: “I will be voting ‘yes’ on proceeding to the final confirmation vote, and I will announc…",46
@CNN,0.3578,Fri Oct 05 16:10:23 +0000 2018,0.189,0.566,0.245,dbdork,RT @President1Trump: .@CNN President Trump deserves credit for the strong jobs report! Unemployment is at 49 year low!  #ConfirmJudgeKavana…,45
@CNN,-0.296,Fri Oct 05 16:10:23 +0000 2018,0.084,0.916,0.0,RainingStarzzz,"RT @KassandraSeven: Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “So I…",44
@CNN,0.0,Fri Oct 05 16:10:21 +0000 2018,0.0,1.0,0.0,jgburginsr,@ABC @NBCNews @CBSNews @CNN @FoxNews @OANN @USATODAY @MSNBC @facebook https://t.co/mFwep2OmMr,43
@CNN,0.0,Fri Oct 05 16:10:19 +0000 2018,0.0,1.0,0.0,Oliwar88,@Adjani_OkpuEgbe @tonytonerro9 @SAdamsR2P @EmmanuelFreuden @BBCAfrica @nytimes @dionnesearcey @eliesmith @CNN So th… https://t.co/gPmiO2Y33A,42
@CNN,0.0,Fri Oct 05 16:10:18 +0000 2018,0.0,1.0,0.0,ScorpioSRF,@DanaBashCNN @CNN Watching now!,41
@CNN,0.0772,Fri Oct 05 16:10:17 +0000 2018,0.0,0.92,0.08,RickPettit3,@JohnJenMAGA @TsunamiNation @BigLosey @realDonaldTrump @CNN @ABC @nbc @CBS They want everyone back on their plantat… https://t.co/z11AqWnCpQ,40
@CNN,0.5242,Fri Oct 05 16:10:16 +0000 2018,0.0,0.861,0.139,DGrammie,"@lissiep76 @CNN You are right!! Let’s start with true facts and proof ... slick Willy Keith Ellison Corey Spartacus booker .,, 🤔😳🙄",39
@CNN,-0.34,Fri Oct 05 16:10:14 +0000 2018,0.112,0.888,0.0,Paxtonrob,"You could ""shoot somebody on main street"" at Goergetown Prep, because in Kavanaugh's own words, ""What happens at Ge… https://t.co/bXRk6uSB8S",38
@CNN,-0.4939,Fri Oct 05 16:10:12 +0000 2018,0.154,0.789,0.057,TomSuperion,@MSNBC @CNN @AP Want a big story? The largest crime that was never reported is currently taking place: @FoxNews’ ma… https://t.co/cf7CQ9snvJ,37
@CNN,0.0,Fri Oct 05 16:10:12 +0000 2018,0.0,1.0,0.0,Ayofe_olatunde,RT @CNN: General Electric's new CEO could rake in $300 million -- if he can turn GE around https://t.co/NdjJSn9tqq https://t.co/rUYWcbLBLb,36
@CNN,0.0,Fri Oct 05 16:10:09 +0000 2018,0.0,1.0,0.0,Ramn16031459,@elchiringuitotv @Tebasjavier @CNN Esta es la información que tiene 🥚🥚,35
@CNN,-0.7177,Fri Oct 05 16:10:08 +0000 2018,0.454,0.546,0.0,Edie0326,@ceoshelley @CNN Check your facts....no rape here!,34
@CNN,0.0,Fri Oct 05 16:10:07 +0000 2018,0.0,1.0,0.0,jenmanginiperry,The gender gap isn't about what you make. It's about what you do @CNN https://t.co/IcEUs0BtJF,33
@CNN,-0.7184,Fri Oct 05 16:10:07 +0000 2018,0.261,0.739,0.0,PeacefulConserv,"RT @RandPaul: A letter from my wife, @KelleyAshbyPaul “My husband, Rand Paul, and our family have suffered intimidation and threats...@CNN…",32
@CNN,-0.4588,Fri Oct 05 16:10:06 +0000 2018,0.115,0.885,0.0,the_masako,"RT @CNN: This Paris park, home to horse riding schools and a zoo, has a dark side. It's where Nigerian women are forced into prostitution b…",31
@CNN,-0.6705,Fri Oct 05 16:10:05 +0000 2018,0.216,0.784,0.0,stanleytheman64,"@CNN, am I watching ANOTHER judge who is accused of assaulting another woman be voted on the highest court in the n… https://t.co/3G1Gwk8so7",30
@CNN,0.0,Fri Oct 05 16:10:04 +0000 2018,0.0,1.0,0.0,annapujol11,@elchiringuitotv @officialdifusor @Tebasjavier @CNN Hombre!! Con lo que seguramente se va a embolsar.... yo tb apostaría a algo seguro...,29
@CNN,0.6705,Fri Oct 05 16:10:02 +0000 2018,0.134,0.586,0.28,njmike731,RT @CNN: This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Spanish to each oth…,28
@CNN,0.3612,Fri Oct 05 16:10:01 +0000 2018,0.0,0.545,0.455,Keebs10469607,@Emschocolate @CNN Like Hussein?,27
@CNN,0.4019,Fri Oct 05 16:10:00 +0000 2018,0.0,0.87,0.13,ClarityNClarady,@Edie0326 @ScottosAGenius @CNN Yet did you choose to vote for a corrupt businessman or choose to support one?  I fe… https://t.co/Ejq5b5LbJI,26
@CNN,0.0,Fri Oct 05 16:09:59 +0000 2018,0.0,1.0,0.0,JeffreyBuchanan,@CNN https://t.co/e9lFzAZcod,25
@CNN,-0.4678,Fri Oct 05 16:09:57 +0000 2018,0.146,0.789,0.065,Marys_musings,"@ramsey_iu @jaketapper @CNN I'm sure they do, but they have to present it to a jury before he is guilty and subject… https://t.co/thwUeNRkof",24
@CNN,-0.8591,Fri Oct 05 16:09:56 +0000 2018,0.358,0.642,0.0,AlbertoGaudio1,"RT @WellingMichael: Venezuela Protests #5Oct “Maduro, coward, murderer of students” are shouted outside Ministry of Labour in Caracas as wo…",23
@CNN,0.0,Fri Oct 05 16:09:56 +0000 2018,0.0,1.0,0.0,NoUseForTrump,.@realDonaldTrump @VP @SHSanders45 @SpeakerRyan @SenateMajLdr @HouseGOP @SenateGOP @FoxNews @BreitbartNews… https://t.co/TMc7QPooLh,22
@CNN,0.7003,Fri Oct 05 16:09:54 +0000 2018,0.0,0.691,0.309,RafaelRomoCNN,2 friends speaking Spanish were told to speak English. A bystander stepped in to help @CNN https://t.co/52lvYLSNqP,21
@CNN,0.0,Fri Oct 05 16:09:53 +0000 2018,0.0,1.0,0.0,Jayakorofficial,RT @CNN: Here's a breakdown of how the Senate voted to advance Kavanaugh https://t.co/P6Cg1coOBY https://t.co/BgZNSORIIp,20
@CNN,0.0,Fri Oct 05 16:09:53 +0000 2018,0.0,1.0,0.0,ALANDexter2020,"RT @CNN: At 106 (and 1/2), this doctor isn't slowing down https://t.co/U6DyYBgqqu https://t.co/5RDWpACY7f",19
@CNN,-0.6261,Fri Oct 05 16:09:51 +0000 2018,0.24,0.76,0.0,Glorie4414,"RT @lbloveslife1964: @CNN @LauraLeeLenhoff Absolutely RIDICULOUS!! .@SenatorCollins could participate in ending this nightmare today,instea…",18
@CNN,0.8525,Fri Oct 05 16:09:51 +0000 2018,0.0,0.672,0.328,premier_east,"@Kyle_Young1 @CNN So happy u arent either!! We have enough deadbeats in this country!! Dont need any weak, untalent… https://t.co/0VWweEJ2gX",17
@CNN,0.3818,Fri Oct 05 16:09:50 +0000 2018,0.1,0.682,0.218,lrwhocares,@jaketapper @factcheckdotorg There was nothing false about his description.  And stop acting like you're a fan of f… https://t.co/1lTldebyYe,16
@CNN,-0.296,Fri Oct 05 16:09:50 +0000 2018,0.091,0.909,0.0,KassandraSeven,"Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “S… https://t.co/d3PjCTyYx2",15
@CNN,0.1761,Fri Oct 05 16:09:50 +0000 2018,0.0,0.855,0.145,Joe_DPtro,@Eyeforthaipie1 @CNN We totally apologize for the freakish/dangerous liberals of America..,14
@CNN,-0.1027,Fri Oct 05 16:09:49 +0000 2018,0.29,0.43,0.28,NancyBWallace,"Former sex slave, courageous in speaking out on rape as weapon of war, wins Nobel Peacec Prize with Denis Mukwege w… https://t.co/NhXNgLgqET",13
@CNN,0.4215,Fri Oct 05 16:09:46 +0000 2018,0.0,0.843,0.157,USArmyVetMN,@slewtrue611 @DanODonnellShow @laurenpaige1985 @CNN Not everyone gets the opportunity to serve.  Obama did not serv… https://t.co/1VrzISYvOB,12
@CNN,0.0,Fri Oct 05 16:09:45 +0000 2018,0.0,1.0,0.0,RocklineAdv,@KavanaghW17 @georgegalloway @Shelaco @FoxNews @CNN @RenieriArts This Says it all. #OPCW  is Political tool used fo… https://t.co/7vKYgXwNIH,11
@CNN,0.0,Fri Oct 05 16:09:44 +0000 2018,0.0,1.0,0.0,Nlnhresident,RT @Nlnhresident: @realDonaldTrump @BrettKavanaugh @EricTrump @IvankaTrumpp @JeffFlake @sencollins @lisamurkowski @DonaldJTrumpJr @PressSec…,10
@CNN,-0.765,Fri Oct 05 16:09:42 +0000 2018,0.28,0.72,0.0,santana58528721,"RT @ScottosAGenius: @CNN The Democrats behavior during this process was disgusting and shameful.  As a former Democrat, I cannot believe ho…",9
@CNN,0.5803,Fri Oct 05 16:09:41 +0000 2018,0.0,0.705,0.295,jmdinaz,@exwildwoma @CNN You have faith?? Can you lend me some??,8
@CNN,0.296,Fri Oct 05 16:09:41 +0000 2018,0.0,0.761,0.239,Julie20234584,@_DaniBeck @CNN Vitamin D3 literally changed my life.,7
@CNN,0.5994,Fri Oct 05 16:09:40 +0000 2018,0.097,0.654,0.249,donnia8789,"RT @TesaPurplePoet: @CNN Yes, I saw the video where the nice police Ofcr politely asked if they would like to be arrested to which they res…",6
@CNN,-0.3182,Fri Oct 05 16:09:39 +0000 2018,0.108,0.892,0.0,Richard06373517,"RT @RealMAGASteve: Ted Koppel with an epic take-down of @CNN and @BrianStelter 

Koppel: “You would be lost without @realDonaldTrump. CNN’s…",5
@CNN,0.2732,Fri Oct 05 16:09:37 +0000 2018,0.0,0.896,0.104,berolle2,RT @KrisParonto: This isn’t satirical.. this is what happened.. well said ⁦@seanmdav⁩ 😡 #Circus ⁦@DNC⁩ ⁦@SenFeinstein⁩ ⁦@maziehirono⁩ ⁦@Cor…,4
@CNN,-0.6705,Fri Oct 05 16:09:37 +0000 2018,0.224,0.776,0.0,lwhite2112,"RT @Sapphire6210: @CNN Zzzzzzzzzzzzz- Meanwhile the unemployment rate fell to 3.7% in September, the lowest level since 1969. The US econom…",3
@CNN,0.0,Fri Oct 05 16:09:36 +0000 2018,0.0,1.0,0.0,Juank20je,RT @ChoJuanBernal3: ..... Periodistas y medios locales parcializados con @PresidenciaPma hacen como el avestruz... @JC_Varela @TReporta @tv…,2
@CNN,0.0,Fri Oct 05 16:09:34 +0000 2018,0.0,1.0,0.0,ChiTownSidBrown,"@ITweetatTrump1 @MSNBC @cnn and @SteveKornacki have this need to spin this equivalence narrative in politics, this… https://t.co/mtAex5V9PZ",1
@FoxNews,0.0,Fri Oct 05 16:11:07 +0000 2018,0.0,1.0,0.0,BozemanAaron,@SubGentleman1 @FoxNews @maryannemarsh @FoxNewsOpinion A whole ton?,100
@FoxNews,0.2263,Fri Oct 05 16:11:06 +0000 2018,0.0,0.894,0.106,all4alittlefarm,"RT @IngrahamAngle: UNITY: “Whether you’re a Trump Republican, Bush Republican, libertarian or vegetarian Republican, we’re all together now…",99
@FoxNews,-0.6124,Fri Oct 05 16:11:06 +0000 2018,0.252,0.661,0.087,doxie99,"RT @DrGreenThumb45: @FoxNews @Alyssa_Milano @BillClinton .@Alyssa_Milano is lying through her teeth

We all know damn well she still idoliz…",98
@FoxNews,-0.0258,Fri Oct 05 16:11:06 +0000 2018,0.044,0.956,0.0,Moirraines,@FoxNews Fox has become a one trick pony. You can't report on anything ELSE but one subject while MANY stories are untold by YOU on twitter.,97
@FoxNews,0.0,Fri Oct 05 16:11:06 +0000 2018,0.0,1.0,0.0,stacyjostacyjo,RT @PlanetTyrus: My thoughts on #kavanaugh and the senate hearings from last weeks @greggutfeldshow @foxnews @foxnation @realgreggutfeld ht…,96
@FoxNews,-0.34,Fri Oct 05 16:11:05 +0000 2018,0.191,0.686,0.123,mstrgunner2k,@TheJuanWilliams @FoxNews @TheFive @Mediaite They also didn't subject Garland to character assassination like the D… https://t.co/8XFD59TJfA,95
@FoxNews,-0.4466,Fri Oct 05 16:11:04 +0000 2018,0.164,0.836,0.0,MoreWhit,@TPM #ReleaseTheReport #VoteNoKavanaugh He's a Washington Beltway Insider/Law Clerk bumped up to Judge with NO Judi… https://t.co/oFImaDPaZ0,94
@FoxNews,0.0,Fri Oct 05 16:11:04 +0000 2018,0.0,1.0,0.0,jgburginsr,@ABC @NBCNews @CBSNews @CNN @FoxNews @OANN @USATODAY @MSNBC @facebook https://t.co/foyKxr4GrN,93
@FoxNews,0.0,Fri Oct 05 16:11:04 +0000 2018,0.0,1.0,0.0,tonypaoletti,@IngrahamAngle @LindseyGrahamSC @FoxNews 🙄,92
@FoxNews,-0.296,Fri Oct 05 16:11:03 +0000 2018,0.095,0.905,0.0,Isabo58,"RT @Blue87090124: @FoxNews @SenSchumer You would think you’d understand the Judges emotions since you have also, at one time been accused o…",91
@FoxNews,-0.296,Fri Oct 05 16:11:03 +0000 2018,0.109,0.891,0.0,DjColes_228,RT @FoxNews: .@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co…,90
@FoxNews,0.5859,Fri Oct 05 16:11:03 +0000 2018,0.0,0.798,0.202,FactsAndReason1,"@FoxNews @WSJ And once he's given his life-long position on the Supreme Court, will he still feel compelled to apol… https://t.co/Fy9a1UoZIG",89
@FoxNews,0.0,Fri Oct 05 16:11:01 +0000 2018,0.0,1.0,0.0,ginareyna,RT @FoxNews: .@FLOTUS feeds baby elephants in Kenya as visit focuses on wildlife conservation https://t.co/xZ5ibwEGp3,88
@FoxNews,0.3818,Fri Oct 05 16:11:01 +0000 2018,0.0,0.755,0.245,ldgooddev,@FoxNews @SenSchumer Dear senator Schumer you have zero decency.,87
@FoxNews,0.4215,Fri Oct 05 16:11:00 +0000 2018,0.0,0.797,0.203,Boottea,"@liljaebird @14forVicki @trsmith54 @FoxNews and your true colors just came out
#sexist🐽",86
@FoxNews,0.0,Fri Oct 05 16:11:00 +0000 2018,0.0,1.0,0.0,lauralu55,@FromCAtoNevada @MulaMula25 @SenBooker @lisamurkowski @Sen_JoeManchin @JeffFlake @SenatorCollins @BrettKavanaugh… https://t.co/0JTAx8tR1B,85
@FoxNews,-0.3182,Fri Oct 05 16:10:58 +0000 2018,0.133,0.867,0.0,wheelwatcher11,"@FoxNews @ChuckGrassley “Get your facts first, then you can distort them as you please.”
                        —Mark Twain",84
@FoxNews,0.0,Fri Oct 05 16:10:58 +0000 2018,0.0,1.0,0.0,mikiethedead2,RT @FoxNews: .@SenSchumer: “We can salvage some decency here at the end.” https://t.co/7aA5RNJuH7 https://t.co/v0nFiZGnWf,83
@FoxNews,0.0,Fri Oct 05 16:10:58 +0000 2018,0.0,1.0,0.0,ThoughtsStory,@FoxNews @Alyssa_Milano @BillClinton Probably?,82
@FoxNews,-0.296,Fri Oct 05 16:10:57 +0000 2018,0.196,0.804,0.0,KellyS6202,".@SenatorCollins @JeffFlake @lisamurkowski @FoxNews @realDonaldTrump @tadhgerstrike 
#ComfirmJudgeKavanaugh
No More… https://t.co/mVjk7n2MA2",81
@FoxNews,-0.3818,Fri Oct 05 16:10:57 +0000 2018,0.148,0.852,0.0,RealAlanBarker,@HawleyMO @FoxNews @BillHemmer @SandraSmithFox You don’t get vote josh and you’re incapable of independent thought anyway,80
@FoxNews,0.2023,Fri Oct 05 16:10:55 +0000 2018,0.098,0.772,0.13,GLSnj,"RT @IngrahamAngle: “To my friend Bob [Menendez], what ya’ll have done is bull****” (That’s a small taste of the fire that @LindseyGrahamSC…",79
@FoxNews,-0.296,Fri Oct 05 16:10:55 +0000 2018,0.109,0.891,0.0,StevieMartin13,RT @FoxNews: .@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co…,78
@FoxNews,0.0,Fri Oct 05 16:10:55 +0000 2018,0.0,1.0,0.0,johannamillard,@Smmgrandma @Jollylollypand1 @DICEY63 @FoxNews @ChuckGrassley ❤️💖🌺💙,77
@FoxNews,-0.296,Fri Oct 05 16:10:52 +0000 2018,0.109,0.891,0.0,deanawa55339161,RT @FoxNews: .@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co…,76
@FoxNews,0.0,Fri Oct 05 16:10:51 +0000 2018,0.0,1.0,0.0,gemini_and_me,RT @FoxNews: 6.5 million pounds of beef recalled in salmonella outbreak @FoxFriendsFirst https://t.co/RAK7mgs781 https://t.co/LaaEGc4Dzs,75
@FoxNews,-0.4019,Fri Oct 05 16:10:51 +0000 2018,0.197,0.803,0.0,sir_mycroft,@FoxNews @PeacefulConserv The only shocking thing here was that he was employed.,74
@FoxNews,0.4019,Fri Oct 05 16:10:50 +0000 2018,0.0,0.863,0.137,mindyreed21,"@ShellChicago @FoxNews Yes, we need to get back to civilized conversations/debates.  Listen to a leach other we don… https://t.co/pLyndJAILA",73
@FoxNews,0.0,Fri Oct 05 16:10:50 +0000 2018,0.0,1.0,0.0,654321Lady,"RT @FoxNews: Tim O’Brien: “There’s a lot of talk about Judge Kavanaugh being a 5th vote to overrule Roe versus Wade, I see that as preposte…",72
@FoxNews,0.5574,Fri Oct 05 16:10:49 +0000 2018,0.0,0.87,0.13,InGodIDoTrust,"RT @FoxNews: JUST IN: The White House believes it has the votes to confirm Judge Brett Kavanaugh to the Supreme Court, a source told Fox Ne…",71
@FoxNews,0.0,Fri Oct 05 16:10:49 +0000 2018,0.0,1.0,0.0,Dsnyder41674558,@FoxNews A real brain right,70
@FoxNews,-0.7783,Fri Oct 05 16:10:49 +0000 2018,0.35,0.556,0.095,RZirlott,@FoxNews @SenFeinstein that is all it was destroy a good mans reputation is no problem just do anything you can to delay confirmation.,69
@FoxNews,-0.296,Fri Oct 05 16:10:48 +0000 2018,0.109,0.891,0.0,jamesrtimmins54,RT @FoxNews: .@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co…,68
@FoxNews,0.0,Fri Oct 05 16:10:48 +0000 2018,0.0,1.0,0.0,JackieA69906975,"@FoxNews This might put an end to the Democrats, who can’t work through the ballot box, using our highest court in… https://t.co/1dC5yXVtsq",67
@FoxNews,0.5719,Fri Oct 05 16:10:48 +0000 2018,0.0,0.764,0.236,Blondiebraids,@AnthnyMazzeo @lisamurkowski @SenDanSullivan @FoxNews @POTUS @realDonaldTrump @WhiteHouse She won her primary ....s… https://t.co/bSpw6kiuAK,66
@FoxNews,0.0,Fri Oct 05 16:10:48 +0000 2018,0.0,1.0,0.0,teeple_jerry,RT @dcfairbank: @SenWarren @GOP @VP @senatemajldr @senjudiciary @ChuckGrassley @OrrinHatch @JohnCornyn @tedcruz @SenThomTillis @LindseyGrah…,65
@FoxNews,-0.5423,Fri Oct 05 16:10:47 +0000 2018,0.149,0.851,0.0,melanie312010,"RT @FoxNews: .@POTUS: ""The Democrats have been trying to destroy Judge Brett Kavanaugh since the very first second he was announced...Becau…",64
@FoxNews,0.5399,Fri Oct 05 16:10:46 +0000 2018,0.0,0.365,0.635,JimCame65597582,@FoxNews @Akaplanharris Good!!,63
@FoxNews,0.3182,Fri Oct 05 16:10:46 +0000 2018,0.0,0.901,0.099,prolibertate7,"@FoxNews Why aren't you reporting on this witness tampering? In an effort to prove how fair &amp; balanced you are, imo… https://t.co/AxoMgn7IjV",62
@FoxNews,0.4939,Fri Oct 05 16:10:46 +0000 2018,0.0,0.833,0.167,rallypoint1911,@FoxNews @HawleyMO Having lived in Missouri for several years I am confident the people will send her packing,61
@FoxNews,-0.296,Fri Oct 05 16:10:45 +0000 2018,0.109,0.891,0.0,FrancesannMaga,RT @FoxNews: .@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co…,60
@FoxNews,0.0,Fri Oct 05 16:10:45 +0000 2018,0.0,1.0,0.0,ginareyna,"RT @FoxNews: .@FLOTUS with Margaret Kenyatta, Kenya's first lady, pets a baby elephant the at David Sheldrick Elephant &amp; Rhino Orphanage at…",59
@FoxNews,0.0,Fri Oct 05 16:10:45 +0000 2018,0.0,1.0,0.0,AlyceHopping,RT @FoxNews: Republican strategist Tony Lazzaro: “Democrats have really said all we need to know about what their motives are. When @ChrisC…,58
@FoxNews,0.0,Fri Oct 05 16:10:44 +0000 2018,0.0,1.0,0.0,nILFeed,@FoxNews @FBI @foxnewsnight I saw Kavanaugh cavorting with a pink unicorn. I must be heard.,57
@FoxNews,0.4019,Fri Oct 05 16:10:44 +0000 2018,0.0,0.886,0.114,DiCesare_J,"RT @FoxNews: BREAKING: Senate narrowly votes to advance Kavanaugh nomination as 3 of 4 key senators vote yes, setting up final vote for Sat…",56
@FoxNews,0.2263,Fri Oct 05 16:10:44 +0000 2018,0.0,0.894,0.106,Sunshine4744,"RT @IngrahamAngle: UNITY: “Whether you’re a Trump Republican, Bush Republican, libertarian or vegetarian Republican, we’re all together now…",55
@FoxNews,0.4019,Fri Oct 05 16:10:43 +0000 2018,0.0,0.886,0.114,sbwaverider,"RT @FoxNews: BREAKING: Senate narrowly votes to advance Kavanaugh nomination as 3 of 4 key senators vote yes, setting up final vote for Sat…",54
@FoxNews,-0.296,Fri Oct 05 16:10:43 +0000 2018,0.109,0.891,0.0,shorty0418,RT @FoxNews: .@HawleyMO: “To see Senator McCaskill vote no this morning to advance the nomination is extremely disappointing.” https://t.co…,53
@FoxNews,0.0,Fri Oct 05 16:10:43 +0000 2018,0.0,1.0,0.0,Marybomberger26,@Cwilliams52 @MimiE30848183 @FoxNews @FBI @foxnewsnight Exactly.,52
@FoxNews,0.4019,Fri Oct 05 16:10:43 +0000 2018,0.0,0.886,0.114,ladykatrina3,"RT @FoxNews: Senate narrowly votes to advance Kavanaugh nomination as 3 of 4 key senators vote yes, setting up final vote for Saturday http…",51
@FoxNews,0.0,Fri Oct 05 16:10:43 +0000 2018,0.0,1.0,0.0,ivon_nicholas,@FoxNews https://t.co/QTODzVYxwf,50
@FoxNews,0.0,Fri Oct 05 16:10:42 +0000 2018,0.0,1.0,0.0,cobrien99,"RT @FoxNews: Sen. @LindseyGrahamSC on Brett Kavanaugh: ""He's going to get on the court."" @IngrahamAngle https://t.co/EMSKzVpTiQ",49
@FoxNews,0.7506,Fri Oct 05 16:10:42 +0000 2018,0.0,0.775,0.225,308girl1,RT @FoxNews: .@SteveDaines: “My goal this weekend is to walk my daughter down the aisle and to see a new United States Supreme Court Justic…,48
@FoxNews,-0.296,Fri Oct 05 16:10:42 +0000 2018,0.095,0.905,0.0,Vogel7818,"RT @Blue87090124: @FoxNews @SenSchumer You would think you’d understand the Judges emotions since you have also, at one time been accused o…",47
@FoxNews,0.0,Fri Oct 05 16:10:42 +0000 2018,0.0,1.0,0.0,Raven_Texas,"RT @eliza_crispin: @FoxNews @Raven_Texas Everybody needs to call, tweet &amp; fax @lisamurkowski . She's caving. It's just not right to punish…",46
@FoxNews,0.7067,Fri Oct 05 16:10:41 +0000 2018,0.0,0.728,0.272,EdHenderson12,"@PlanetTyrus @GregGutfeldShow @FoxNews @foxnation Excellent comments! Makes total sense! Run, I'll vote for you!!",45
@FoxNews,0.0,Fri Oct 05 16:10:40 +0000 2018,0.0,1.0,0.0,nany_halaby,RT @FoxNews: .@ChuckGrassley:  “I oversaw the most transparent confirmation process in Senate history.” https://t.co/7aA5RNJuH7 https://t.c…,44
@FoxNews,-0.2263,Fri Oct 05 16:10:39 +0000 2018,0.148,0.742,0.109,RoryGilligan1,"RT @C7CorvetteZ06: @GurlRuiz @RoryGilligan1 @FoxNews @SenSchumer Schumer thinks GOP voter are stupid, like the @DNC hacks. He's a real jewe…",43
@FoxNews,0.0,Fri Oct 05 16:10:39 +0000 2018,0.0,1.0,0.0,MulaMula25,@FromCAtoNevada @SenBooker @lisamurkowski @Sen_JoeManchin @JeffFlake @SenatorCollins @BrettKavanaugh… https://t.co/axezJdwes9,42
@FoxNews,0.0,Fri Oct 05 16:10:39 +0000 2018,0.0,1.0,0.0,bew1006,RT @FoxNews: Tune in to Fox News Channel for continuing coverage of the Kavanaugh confirmation.,41
@FoxNews,0.6486,Fri Oct 05 16:10:37 +0000 2018,0.0,0.739,0.261,SiddonsDan,RT @crimsonfaith88: Kavanaugh process has unified the Republican Party: Corey Lewandowski Ex @realDonaldTrump campaign manager speaks out.…,40
@FoxNews,0.4019,Fri Oct 05 16:10:37 +0000 2018,0.0,0.881,0.119,ginareyna,"RT @FoxNews: .@HolmesJosh: “I think ultimately Republican Senators are going to support his nomination, and at some point this weekend we’l…",39
@FoxNews,-0.7003,Fri Oct 05 16:10:36 +0000 2018,0.244,0.756,0.0,KathrenRusinovi,@FoxNews I suppose in her deranged leftist crazy lying way in her hippocampus memory thinks she is saving the count… https://t.co/i0PWyRLPsm,38
@FoxNews,0.0,Fri Oct 05 16:10:35 +0000 2018,0.0,1.0,0.0,ivon_nicholas,@FoxNews https://t.co/QTODzVYxwf,37
@FoxNews,0.3182,Fri Oct 05 16:10:34 +0000 2018,0.0,0.867,0.133,Teamstersjc32,@KarinHousley @newtgingrich @FoxNews Teamsters endorse candidates based off their answers to issues that impact our… https://t.co/V7J1LnYR5r,36
@FoxNews,0.0,Fri Oct 05 16:10:34 +0000 2018,0.0,1.0,0.0,sueltzteam,@IngrahamAngle @LindseyGrahamSC @FoxNews I am an Independent and I can’t get far enough away from the Democratic Pa… https://t.co/c4NTAzVw74,35
@FoxNews,0.2263,Fri Oct 05 16:10:33 +0000 2018,0.0,0.894,0.106,darkom56,"RT @IngrahamAngle: UNITY: “Whether you’re a Trump Republican, Bush Republican, libertarian or vegetarian Republican, we’re all together now…",34
