User,compound,date,negative,neutral,positive,screen_name,text,tweet_id
@CBSNews,-0.126,Fri Oct 05 16:08:48 +0000 2018,0.23,0.667,0.103,Eagle77,"@CBSThisMorning @CBSNews @DickDurbin Blah, blah, blah! If it wasn't his temperament, they'd dream up something else… https://t.co/DWuL30UicT",77
@CBSNews,0.6369,Fri Oct 05 16:08:47 +0000 2018,0.0,0.826,0.174,TimOthy56451720,"RT @CBSNews: INCREDIBLE: People are ""falling"" in love with these colorful autumn leaves captured by a drone flying high above Utah's Ogden…",76
@CBSNews,0.5093,Fri Oct 05 16:08:45 +0000 2018,0.092,0.696,0.212,_2235889990633,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",75
@CBSNews,-0.3182,Fri Oct 05 16:08:39 +0000 2018,0.195,0.721,0.084,bobbiejaneV,"RT @AdrianArancibia: @CBSNews Chuck, your boy encouraged violence against protest, used xenophobia as a guiding policy principle. But someh…",74
@CBSNews,0.0,Fri Oct 05 16:08:36 +0000 2018,0.0,1.0,0.0,HawkFan68,@OregonLiberall @elizacollins1 @MSNBC @CNN @CBSNews @ABC @NBCNews 😂😂😂😂😂😂😂😂😂 or if you have something that can't be… https://t.co/c4DUOn2GN4,73
@CBSNews,-0.8074,Fri Oct 05 16:08:29 +0000 2018,0.283,0.717,0.0,burcham_don,RT @CBSNews: BREAKING: The manhunt for Kirby Wallace has ended. The man accused of killing one person and seriously another is now in polic…,72
@CBSNews,-0.7184,Fri Oct 05 16:08:16 +0000 2018,0.32,0.576,0.104,niall1102,"@CBSNews I will stay enraged at a man and his supporters who have no soul turning the country into a racist, violen… https://t.co/SFIkAVM2zJ",71
@CBSNews,0.0,Fri Oct 05 16:08:12 +0000 2018,0.0,1.0,0.0,LomanGinyard,@MSNBC Waiting on the F-MORON @realDonaldTrump to schedule dinner or lunch at WH FOR @lisamurkowski @JeffFlake… https://t.co/0X9nTu12KE,70
@CBSNews,0.0,Fri Oct 05 16:08:10 +0000 2018,0.0,1.0,0.0,erika_S1985,@CBSNews https://t.co/BNj1UOEDlQ,69
@CBSNews,0.3612,Fri Oct 05 16:08:10 +0000 2018,0.0,0.894,0.106,rmji27,RT @CBSNews: “They have encouraged mob rule”: Sen. Grassley says the “resistance that has existed” since the 2016 election is “centered rig…,68
@CBSNews,0.4404,Fri Oct 05 16:07:57 +0000 2018,0.0,0.58,0.42,brownbarnes,@errolbarnett @CBSNews Safe travels 🇺🇸✈️,67
@CBSNews,0.7906,Fri Oct 05 16:07:57 +0000 2018,0.0,0.733,0.267,Corona47Gary,RT @CBSNews: Sen. Mitch McConnell: “Every effort was made to ensure that the fact-free verdict of the mob and the media would win out over…,66
@CBSNews,-0.4019,Fri Oct 05 16:07:50 +0000 2018,0.184,0.816,0.0,BrendaPatt1,@CBSNews We men need to put those damn meddling women in their place.,65
@CBSNews,0.0,Fri Oct 05 16:07:47 +0000 2018,0.0,1.0,0.0,kcaly82,"RT @CBSNews: When a couple left an envelope with over $1,000 inside out on their counter, they didn't think their young son would do anythi…",64
@CBSNews,-0.8074,Fri Oct 05 16:07:38 +0000 2018,0.283,0.717,0.0,ACLAYsuper,RT @CBSNews: BREAKING: The manhunt for Kirby Wallace has ended. The man accused of killing one person and seriously another is now in polic…,63
@CBSNews,0.5106,Fri Oct 05 16:07:34 +0000 2018,0.0,0.798,0.202,teresa472002,"Details emerge about ""bravest police officer"" slain in South Carolina shooting https://t.co/jI0hiKtkFz via @CBSNews",62
@CBSNews,-0.4215,Fri Oct 05 16:07:20 +0000 2018,0.189,0.811,0.0,DoriBlades,@OregonLiberall @elizacollins1 @MSNBC @CNN @CBSNews @ABC @NBCNews She was victimized by Feinstein. https://t.co/56bnLm33iK,61
@CBSNews,0.0,Fri Oct 05 16:07:18 +0000 2018,0.0,1.0,0.0,fanarokt,@CBSNews Wah wah,60
@CBSNews,0.3612,Fri Oct 05 16:07:15 +0000 2018,0.0,0.894,0.106,joslyne_raquel,RT @CBSNews: “They have encouraged mob rule”: Sen. Grassley says the “resistance that has existed” since the 2016 election is “centered rig…,59
@CBSNews,0.0,Fri Oct 05 16:07:08 +0000 2018,0.0,1.0,0.0,Makrima_II,@JerardF @realDonaldTrump @CNN @ABC @CBSNews @NBCNews @njnewsroom @nj1015 @AP https://t.co/v8klfy6pim,58
@CBSNews,-0.7003,Fri Oct 05 16:06:58 +0000 2018,0.266,0.734,0.0,meppenbrock,"RT @PamelaGeller: .@realDonaldTrump effect: The unemployment rate has DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama reach…",57
@CBSNews,-0.7003,Fri Oct 05 16:06:55 +0000 2018,0.266,0.734,0.0,AndonRebecca,"RT @PamelaGeller: .@realDonaldTrump effect: The unemployment rate has DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama reach…",56
@CBSNews,0.4215,Fri Oct 05 16:06:53 +0000 2018,0.0,0.859,0.141,barbmullings,RT @CBSNews: Dog rescued after spending a week floating on couch in flooded home after Hurricane Florence https://t.co/mnjSoSs9UV https://t…,55
@CBSNews,0.0,Fri Oct 05 16:06:27 +0000 2018,0.0,1.0,0.0,AmericanChauvi1,@juliebeth @CBSNews And we know there stories and they add nothing,54
@CBSNews,0.6175,Fri Oct 05 16:06:24 +0000 2018,0.062,0.716,0.222,foxyk78,@CBSNews @WWLTV If you haven't start praying then you need to cause ain't nothing but God that can protect us now!,53
@CBSNews,0.5574,Fri Oct 05 16:06:20 +0000 2018,0.0,0.825,0.175,DiNardoGD,RT @CBSNews: BREAKING: Senators have voted 51-49 to advance Brett Kavanaugh's Supreme Court nomination to a final vote. https://t.co/ccaQhy…,52
@CBSNews,0.642,Fri Oct 05 16:06:19 +0000 2018,0.0,0.741,0.259,V_Newt84,"@NyyChamps2018 @emcarlin68 @CBSNews Slightly better source, thanks. Question, out of curiosity - do you only use CN… https://t.co/w1gK7mGKic",51
@CBSNews,0.0,Fri Oct 05 16:06:16 +0000 2018,0.0,1.0,0.0,jhjulian1956,"RT @POLITICSandFUN: AN OPEN QUESTION TO MAINSTREAM MEDIA:

⁉️ “Where’s Your Outrage” ⁉️
 ⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️
.@CNN  .@MSNBC  
.@ABCWorldNews…",50
@CBSNews,0.5093,Fri Oct 05 16:06:10 +0000 2018,0.092,0.696,0.212,deavol_1996,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",49
@CBSNews,-0.5719,Fri Oct 05 16:06:03 +0000 2018,0.227,0.773,0.0,WellingMichael,#Venezuela Protests Students from all sectors protesting outside Ministry of Labour as people call for general stri… https://t.co/u5fxcigXZj,48
@CBSNews,-0.5187,Fri Oct 05 16:05:54 +0000 2018,0.195,0.805,0.0,VersaillesDZine,@NicoleSganga @CBSNews He's an idiot. Being a Mormon I am disgusted by is behaviour but it is not uncommon in churc… https://t.co/32UiQN9ZND,47
@CBSNews,-0.6351,Fri Oct 05 16:05:54 +0000 2018,0.323,0.54,0.137,Black_Lions68,"RT @marklindesr: @BLS_gov Lowest unemployment rates since the 1960's!
3.7% unemployment - Wow! #JobsReport 
Nothing to see here according t…",46
@CBSNews,-0.3197,Fri Oct 05 16:05:41 +0000 2018,0.196,0.711,0.093,AmericanChauvi1,"@juliebeth @CBSNews No there simply were no corroborating witnesses at all.
The 4 that were most important refute h… https://t.co/v3P9HQLaM9",45
@CBSNews,0.0,Fri Oct 05 16:05:40 +0000 2018,0.0,1.0,0.0,Llbmaga,RT @gusmac2: @MattGraver2 @NBCNews @ABC @CBSNews @CNN @maddow @MSN WHY are you not talking about any of this????   #msmcorrupt #msmfail.…,44
@CBSNews,0.6369,Fri Oct 05 16:05:37 +0000 2018,0.0,0.826,0.174,TheNextCorner,"RT @CBSNews: INCREDIBLE: People are ""falling"" in love with these colorful autumn leaves captured by a drone flying high above Utah's Ogden…",43
@CBSNews,-0.5411,Fri Oct 05 16:05:35 +0000 2018,0.155,0.845,0.0,Pdbutler2018,"@CBSNews Reason for the Resistance:  The majority of voters feel that the 2016 election was stolen from them!
What… https://t.co/87Jn1ViQoW",42
@CBSNews,0.5093,Fri Oct 05 16:05:17 +0000 2018,0.092,0.696,0.212,dMsX5iPgFOjA6hG,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",41
@CBSNews,0.4357,Fri Oct 05 16:05:10 +0000 2018,0.0,0.736,0.264,NyyChamps2018,@V_Newt84 @emcarlin68 @CBSNews Does this fit your narrative? https://t.co/ja7rTu1yuo,40
@CBSNews,0.5106,Fri Oct 05 16:05:04 +0000 2018,0.0,0.845,0.155,KnowDeplorables,@CBSNews We donated to @SenatorHeitkamp this morning to show our appreciation for her voting her conscience on Kava… https://t.co/HsnHf0jXnO,39
@CBSNews,0.2401,Fri Oct 05 16:04:58 +0000 2018,0.0,0.902,0.098,Eagle77,"@CBSThisMorning @CBSNews @DickDurbin He shouldn't forget! If this happened to him he'd have plenty of ""fire"" too. D… https://t.co/OyAPXSGiyh",38
@CBSNews,0.0,Fri Oct 05 16:04:49 +0000 2018,0.0,1.0,0.0,prina_stone,@CBSNews That's how we feel about Dr. Ford,37
@CBSNews,-0.3818,Fri Oct 05 16:04:48 +0000 2018,0.11,0.89,0.0,JerardF,only a dummy would think the #FBI was going to find something new. She’s a phony &amp; people need to be prosecuted for… https://t.co/TJUWCvLbZ3,36
@CBSNews,0.0,Fri Oct 05 16:04:40 +0000 2018,0.0,1.0,0.0,Jerzygma,RT @Jerzygma: @cnnbrk @CNN @cnni @MSNBC @ABC @CBSNews @NBCNews 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨👇🏼👇🏼👇🏼👇🏼👇🏼REAL NEWS!👇🏼👇🏼👇🏼 https://t.co…,35
@CBSNews,-0.7003,Fri Oct 05 16:04:32 +0000 2018,0.266,0.734,0.0,LisaAnauo,"RT @PamelaGeller: @realDonaldTrump effect: The unemployment DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama was 10.0%.

How…",34
@CBSNews,-0.7003,Fri Oct 05 16:04:30 +0000 2018,0.266,0.734,0.0,HouTexTrump,"RT @PamelaGeller: @realDonaldTrump effect: The unemployment DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama was 10.0%.

How…",33
@CBSNews,-0.0772,Fri Oct 05 16:04:28 +0000 2018,0.12,0.773,0.107,ChristineZambr1,"@lisamurkowski thank you.  At the end of the day, your anguished decision to pass on @BrettKavanaugh is the highest… https://t.co/obCwFo0pw9",32
@CBSNews,-0.1531,Fri Oct 05 16:04:21 +0000 2018,0.071,0.929,0.0,errolbarnett,"Secretary of State Mike Pompeo is en route to Asia with stops planned in Japan, North Korea, South Korea and China.… https://t.co/3mZxDKZgda",31
@CBSNews,0.5093,Fri Oct 05 16:04:20 +0000 2018,0.092,0.696,0.212,Almir14568722,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",30
@CBSNews,0.0,Fri Oct 05 16:04:19 +0000 2018,0.0,1.0,0.0,aprilnic2007,RT @iAmaDAM9: @CBSNews https://t.co/F0a84CYUm8,29
@CBSNews,0.7003,Fri Oct 05 16:04:14 +0000 2018,0.0,0.408,0.592,V_Newt84,"@NyyChamps2018 @emcarlin68 @CBSNews I'm good, thanks.",28
@CBSNews,0.0,Fri Oct 05 16:04:14 +0000 2018,0.0,1.0,0.0,glenster1111,@ABC @ABCPolitics @abcnews @CBSNews @CBS @CNN @CNNPolitics @nbc @NBCNews @NBCPolitics @MSNBC @nytimes @WSJ @latimes… https://t.co/TurFUeTpW1,27
@CBSNews,0.0,Fri Oct 05 16:04:12 +0000 2018,0.0,1.0,0.0,Jerzygma,@cnnbrk @CNN @cnni @MSNBC @ABC @CBSNews @NBCNews 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨👇🏼👇🏼👇🏼👇🏼👇🏼REAL NEWS!👇🏼👇🏼👇🏼 https://t.co/kVd1JRGd0X,26
@CBSNews,-0.7003,Fri Oct 05 16:04:07 +0000 2018,0.266,0.734,0.0,louise_rios,"RT @PamelaGeller: .@realDonaldTrump effect: The unemployment rate has DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama reach…",25
@CBSNews,0.2401,Fri Oct 05 16:04:01 +0000 2018,0.0,0.911,0.089,Eagle77,"@CBSNews He shouldn't forget! If this happened to him he'd have plenty of ""fire"" too. Democrats are just plain liar… https://t.co/ycLBEecFsu",24
@CBSNews,0.6696,Fri Oct 05 16:03:56 +0000 2018,0.0,0.728,0.272,LuzMaH_arbonne,"RT @LeahYax: @DatelineNBC @CBSNews @NBCNews @FindSamSayers 

We Love you honey! ♥️ https://t.co/cwm9smDwWg",23
@CBSNews,0.8555,Fri Oct 05 16:03:56 +0000 2018,0.092,0.44,0.468,NyyChamps2018,"@V_Newt84 @emcarlin68 @CBSNews Good lord. You truly are lost. Good luck, you’re going to need it.",22
@CBSNews,0.0,Fri Oct 05 16:03:53 +0000 2018,0.0,1.0,0.0,J__EM,@jpiano05 @JackMccumiskey @CBSNews https://t.co/aEX158RY0C,21
@CBSNews,-0.8591,Fri Oct 05 16:03:51 +0000 2018,0.358,0.642,0.0,Venezuelade7,"RT @WellingMichael: Venezuela Protests #5Oct “Maduro, coward, murderer of students” are shouted outside Ministry of Labour in Caracas as wo…",20
@CBSNews,0.6289,Fri Oct 05 16:03:50 +0000 2018,0.0,0.778,0.222,NatesTweetz,@CBSNews @ChuckGrassley is OK with Trump protecting Russia for helping him in the election &amp; locking children in ca… https://t.co/YUGR3CbdqF,19
@CBSNews,-0.7003,Fri Oct 05 16:03:49 +0000 2018,0.266,0.734,0.0,GarfieldAffc,"RT @PamelaGeller: @realDonaldTrump effect: The unemployment DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama was 10.0%.

How…",18
@CBSNews,0.0,Fri Oct 05 16:03:44 +0000 2018,0.0,1.0,0.0,OregonLiberall,@elizacollins1 If you know things about Kavanaugh that the FBI was not allowed to look into or you were victimized… https://t.co/dkthnNyJsL,17
@CBSNews,-0.8591,Fri Oct 05 16:03:41 +0000 2018,0.358,0.642,0.0,CH_ABISMO,"RT @WellingMichael: Venezuela Protests #5Oct “Maduro, coward, murderer of students” are shouted outside Ministry of Labour in Caracas as wo…",16
@CBSNews,0.0,Fri Oct 05 16:03:40 +0000 2018,0.0,1.0,0.0,Dylan_Womer,RT @CBSNews: Veteran discovers the healing power of fly fishing and passes it along to others https://t.co/5ivtQYfPtu https://t.co/UnAEbSb1…,15
@CBSNews,0.5093,Fri Oct 05 16:03:37 +0000 2018,0.092,0.696,0.212,CarrasquelRuben,"RT @hannahkauthor: Justice will be served someday.
God knows.
T will be locked up!
Kavanaugh was in debt until 2017.
Hurricane Maria's deat…",14
@CBSNews,0.0,Fri Oct 05 16:03:28 +0000 2018,0.0,1.0,0.0,mgznrdr,"RT @CBSNews: When a couple left an envelope with over $1,000 inside out on their counter, they didn't think their young son would do anythi…",13
@CBSNews,-0.7003,Fri Oct 05 16:03:10 +0000 2018,0.266,0.734,0.0,shope87,"RT @PamelaGeller: .@realDonaldTrump effect: The unemployment rate has DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama reach…",12
@CBSNews,-0.2263,Fri Oct 05 16:03:07 +0000 2018,0.213,0.787,0.0,znowflakey,"@CBSNews He's confusing ""mob rule"" with democracy #complicit",11
@CBSNews,-0.8591,Fri Oct 05 16:02:56 +0000 2018,0.358,0.642,0.0,RguerraRafael,"RT @WellingMichael: Venezuela Protests #5Oct “Maduro, coward, murderer of students” are shouted outside Ministry of Labour in Caracas as wo…",10
@CBSNews,0.128,Fri Oct 05 16:02:54 +0000 2018,0.157,0.654,0.19,V_Newt84,"@NyyChamps2018 @emcarlin68 @CBSNews Guy Benson posted this... 😬 I'm good, really.",9
@CBSNews,-0.6136,Fri Oct 05 16:02:53 +0000 2018,0.273,0.629,0.098,MaineSkin,@k8112471 @CBSNews It’s in bad faith to vote no on Kavanaugh bc you do not agree with his judicial rulings. Feinste… https://t.co/kCLmod2cAC,8
@CBSNews,-0.7003,Fri Oct 05 16:02:52 +0000 2018,0.266,0.734,0.0,Janethecrusader,"RT @PamelaGeller: .@realDonaldTrump effect: The unemployment rate has DROPPED AGAIN to 3.7%.
The unemployment rate under @BarackObama reach…",7
@CBSNews,0.0,Fri Oct 05 16:02:46 +0000 2018,0.0,1.0,0.0,Qizzle75,RT @CBSNews: Gas prices nearing highest level in four years https://t.co/evcJTfAs57 https://t.co/RJgR0BohJc,6
@CBSNews,0.4019,Fri Oct 05 16:02:45 +0000 2018,0.0,0.597,0.403,emcarlin68,"@V_Newt84 @NyyChamps2018 @CBSNews Yes, I am.",5
@CBSNews,-0.8176,Fri Oct 05 16:02:45 +0000 2018,0.436,0.564,0.0,PolitJunkieM,"Pope's senior adviser warns ""weak excuses"" for sex abuse won't do https://t.co/yvrCbkkBPh via @CBSNews",4
@CBSNews,0.0,Fri Oct 05 16:02:44 +0000 2018,0.0,1.0,0.0,Traci36362909,@StopFraud4 @nadiaskin1 @ForeclosureOz @musser_benson @truthsearch1957 @JDGarfield2 @DeadlyClear @adomantholdings… https://t.co/zOb8WD7pak,3
@CBSNews,0.7271,Fri Oct 05 16:02:44 +0000 2018,0.068,0.681,0.251,afaeraas,Why this headline @CBSNews ?? It should have been so easy. I’ll give you a much better one: «Why he stopped believi… https://t.co/ydKWVJ6M6y,2
@CBSNews,0.0,Fri Oct 05 16:02:25 +0000 2018,0.0,1.0,0.0,13craftymom,@CBSNews #ResistanceRises #Resist #ResistAndWin,1
@CNN,0.4216,Fri Oct 05 16:11:07 +0000 2018,0.0,0.887,0.113,JayValenz67,"RT @Miduswell: @SenatorCollins is going to vote YES on the upcoming procedural vote!! 

But will address the nation at 3pm regarding her fi…",100
@CNN,0.0,Fri Oct 05 16:11:07 +0000 2018,0.0,1.0,0.0,MunchyWowski,@CNN Why is she stringing us along,99
@CNN,0.6705,Fri Oct 05 16:11:06 +0000 2018,0.134,0.586,0.28,valeriaaaruby,RT @CNN: This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Spanish to each oth…,98
@CNN,-0.8555,Fri Oct 05 16:11:05 +0000 2018,0.385,0.615,0.0,Get2TheTruthNow,"@CNN @JeffFlake dumptruck @JeffFlake has no wheels- too f-ing predictable. New norm is sexual assault, lying under… https://t.co/rmxFfs2S7w",97
@CNN,-0.3612,Fri Oct 05 16:11:05 +0000 2018,0.161,0.839,0.0,AndiGoward,@CNN Where did they find $300 million when the company supposedly is financially unstable?,96
@CNN,-0.6908,Fri Oct 05 16:11:04 +0000 2018,0.217,0.783,0.0,lisalisa365,"RT @CNN: Nike has said it is ""deeply concerned"" by the rape allegation against Cristiano Ronaldo https://t.co/S8rZn7ZPiI https://t.co/NAjyz…",95
@CNN,0.0,Fri Oct 05 16:11:04 +0000 2018,0.0,1.0,0.0,jgburginsr,@ABC @NBCNews @CBSNews @CNN @FoxNews @OANN @USATODAY @MSNBC @facebook https://t.co/foyKxr4GrN,94
@CNN,0.0,Fri Oct 05 16:11:03 +0000 2018,0.0,1.0,0.0,fakastler,@DanaBashCNN @CNN Set to record,93
@CNN,0.1779,Fri Oct 05 16:11:03 +0000 2018,0.0,0.866,0.134,retailgeek,Watch how Amazon spread across the US https://t.co/TPdNYSC1zv by @lydiadepillis of @CNN,92
@CNN,-0.296,Fri Oct 05 16:11:02 +0000 2018,0.084,0.916,0.0,vrundsa,"RT @KassandraSeven: Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “So I…",91
@CNN,0.0,Fri Oct 05 16:11:02 +0000 2018,0.0,1.0,0.0,sumayia94,"RT @CNN: At 106 (and 1/2), this doctor isn't slowing down https://t.co/U6DyYBgqqu https://t.co/5RDWpACY7f",90
@CNN,0.5319,Fri Oct 05 16:11:01 +0000 2018,0.0,0.84,0.16,fishhomeagain,"RT @DrDenaGrayson: 🛑BREAKING🛑

@CNN reports that @SenatorCollins will vote YES to “adopt cloture” (end debate) on #Kavanaugh. Sometimes, se…",89
@CNN,-0.296,Fri Oct 05 16:11:01 +0000 2018,0.084,0.916,0.0,WayneDeBear1,"RT @KassandraSeven: Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “So I…",88
@CNN,0.596,Fri Oct 05 16:11:00 +0000 2018,0.0,0.844,0.156,BradMitton1,"RT @AmericaFirstPAC: THIS coming from @CNN: ""The last time the roaring American jobs market was this strong, astronauts were still going to…",87
@CNN,-0.296,Fri Oct 05 16:10:57 +0000 2018,0.084,0.916,0.0,CyrilDeLaPerri2,"RT @KassandraSeven: Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “So I…",86
@CNN,-0.1027,Fri Oct 05 16:10:57 +0000 2018,0.121,0.776,0.103,joeyippel,"@CCriadoPerez @CNN Innocent until proven guilty has been replaced by always believe her, even if the allegations are possibly false.",85
@CNN,0.0,Fri Oct 05 16:10:57 +0000 2018,0.0,1.0,0.0,Joe_DPtro,"@DavidLenski @CNN @RonJohnsonWI Is that like...  Trump will never be President 

Go take a seat while the adults run the country",84
@CNN,0.0,Fri Oct 05 16:10:56 +0000 2018,0.0,1.0,0.0,kembobill,"@danaceda @CNN Not a single witness identified by his accusers has corroborated their accounts.

ABA consistently r… https://t.co/vce3rRX8OR",83
@CNN,-0.4939,Fri Oct 05 16:10:56 +0000 2018,0.233,0.574,0.193,gegengler,@amber_athey @DailyCaller @CNN I have ice anyone want some ice. CNN is a joke. Just a bad joke. What stupid things can we say today?,82
@CNN,0.7003,Fri Oct 05 16:10:55 +0000 2018,0.0,0.721,0.279,juanmanuelorteg,RT @RafaelRomoCNN: 2 friends speaking Spanish were told to speak English. A bystander stepped in to help @CNN https://t.co/52lvYLSNqP,81
@CNN,0.6705,Fri Oct 05 16:10:55 +0000 2018,0.134,0.586,0.28,im_elijah__,RT @CNN: This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Spanish to each oth…,80
@CNN,0.6705,Fri Oct 05 16:10:55 +0000 2018,0.134,0.586,0.28,gunsgopau,RT @CNN: This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Spanish to each oth…,79
@CNN,-0.7184,Fri Oct 05 16:10:55 +0000 2018,0.261,0.739,0.0,1singlefocus,"RT @RandPaul: A letter from my wife, @KelleyAshbyPaul “My husband, Rand Paul, and our family have suffered intimidation and threats...@CNN…",78
@CNN,-0.0129,Fri Oct 05 16:10:54 +0000 2018,0.062,0.938,0.0,thepatpierce,"@CuomoPrimeTime @ChrisCuomo I get the notion of being unbiased, but I really don't understand why @CNN always puts… https://t.co/e8fAKnx2R4",77
@CNN,-0.5523,Fri Oct 05 16:10:54 +0000 2018,0.262,0.593,0.145,antiMukidi,"RT @CNN: Desperation is growing in the stricken Indonesian city of Palu, as residents face a fourth day without adequate food or clean drin…",76
@CNN,0.2263,Fri Oct 05 16:10:53 +0000 2018,0.0,0.909,0.091,InWisc88,"From Wiki:   Soros' father Tivadar saved not only his immediate family but also many other Hungarian Jews, and Geor… https://t.co/pZ3ALtP2Vp",75
@CNN,0.2732,Fri Oct 05 16:10:53 +0000 2018,0.0,0.896,0.104,CNN_word,RT @KrisParonto: This isn’t satirical.. this is what happened.. well said ⁦@seanmdav⁩ 😡 #Circus ⁦@DNC⁩ ⁦@SenFeinstein⁩ ⁦@maziehirono⁩ ⁦@Cor…,74
@CNN,0.3182,Fri Oct 05 16:10:53 +0000 2018,0.096,0.753,0.151,_neuni,Smh RT @CNN: BREAKING: The Senate votes 51-49 to move Brett Kavanaugh's Supreme Court nomination to a final vote th… https://t.co/jA2XXqlIyH,73
@CNN,-0.296,Fri Oct 05 16:10:52 +0000 2018,0.084,0.916,0.0,captanne,"RT @KassandraSeven: Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “So I…",72
@CNN,-0.296,Fri Oct 05 16:10:50 +0000 2018,0.099,0.901,0.0,SuhanTech,"RT @CNN: China accused US Vice President Mike Pence of slandering the country with ""baseless"" allegations, after he delivered a scathing sp…",71
@CNN,-0.3578,Fri Oct 05 16:10:50 +0000 2018,0.12,0.815,0.065,sanddollar1313,"RT @KrisParonto: I don’t agree with @LindseyGrahamSC often, but this time he’s correct 100% !! The @DNC has stooped to a new low, so when I…",70
@CNN,-0.296,Fri Oct 05 16:10:46 +0000 2018,0.084,0.916,0.0,Chauffeurde3,"RT @KassandraSeven: Via @cnn 

Murkowski is a firm No on Kavanaugh: 

“He’s not the right man for the court at this time,” she said. “So I…",69
@CNN,0.6705,Fri Oct 05 16:10:45 +0000 2018,0.134,0.586,0.28,bbeletz92,RT @CNN: This woman is being hailed a hero after confronting another woman who was criticizing two friends for speaking Spanish to each oth…,68
@CNN,0.296,Fri Oct 05 16:10:45 +0000 2018,0.0,0.879,0.121,historBilia,@suriyachalee @pvon2502 @MSNBC @realDonaldTrump @CNN Yeah democrats and the rest of the world think climate change… https://t.co/K9YOQ4Fb11,67
@CNN,-0.0516,Fri Oct 05 16:10:44 +0000 2018,0.148,0.714,0.138,JoeJohn21835309,@Scaryponie @WilDonnelly @DonaldJTrumpJr @CNN @JeffreyToobin You're wrong and I hope if you have a son that his lif… https://t.co/5gogjaMCUW,66
@CNN,0.2732,Fri Oct 05 16:10:43 +0000 2018,0.0,0.896,0.104,TheresaFBach,RT @KrisParonto: This isn’t satirical.. this is what happened.. well said ⁦@seanmdav⁩ 😡 #Circus ⁦@DNC⁩ ⁦@SenFeinstein⁩ ⁦@maziehirono⁩ ⁦@Cor…,65
@CNN,0.2023,Fri Oct 05 16:10:42 +0000 2018,0.0,0.904,0.096,Dr_JAVOMex,RT @CNN: An eight-year-old girl found a pre-Viking-era sword while she was playing in a lake in Sweden https://t.co/a5BDJUq0ow https://t.co…,64
@CNN,0.0,Fri Oct 05 16:10:41 +0000 2018,0.0,1.0,0.0,Nlnhresident,RT @Nlnhresident: @realDonaldTrump @BrettKavanaugh @EricTrump @IvankaTrumpp @JeffFlake @sencollins @lisamurkowski @DonaldJTrumpJr @PressSec…,63
@CNN,0.3595,Fri Oct 05 16:10:40 +0000 2018,0.0,0.762,0.238,donnia8789,@CNN Amy  SCHUMER. HAHAHAHAHAHAHA. Now that's a joke right there!🤣🤣🤣🤢🤮,62
@CNN,-0.4588,Fri Oct 05 16:10:39 +0000 2018,0.212,0.683,0.104,Tigerbelle60,RT @madgavdad: @CNN @SenatorCollins this is a shameful partison act that I hope shames your entire family. You will go down in history with…,61
@CNN,0.0,Fri Oct 05 16:10:37 +0000 2018,0.0,1.0,0.0,Bluesake,RT @CNN: General Electric's new CEO could rake in $300 million -- if he can turn GE around https://t.co/NdjJSn9tqq https://t.co/rUYWcbLBLb,60
@CNN,0.2023,Fri Oct 05 16:10:37 +0000 2018,0.0,0.904,0.096,UwaNovia_,RT @CNN: An eight-year-old girl found a pre-Viking-era sword while she was playing in a lake in Sweden https://t.co/a5BDJUq0ow https://t.co…,59
@CNN,-0.7383,Fri Oct 05 16:10:37 +0000 2018,0.229,0.771,0.0,BarkyMcBark,@CNN Fuck no not @mkhammer and here's Gloria Borger with her 'We just really don't know' line. What's is the point of this???,58
